feature,coef,odds_ratio
acousticness,-0.4776543448614368,0.6202365478840152
danceability,0.28657860380771,1.3318628532714354
energy,-0.18086145412461177,0.8345509742818613
tempo,-0.09149929427848506,0.912561960166393
valence,0.005858896926813198,1.0058760938319737
